1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.44140625,0.1630067568,0.48984375,0.366722973,3,0.5752604167,0.1508445946,0.61171875,0.3592905405,3,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.44140625,0.1630067568,0.48984375,0.366722973,3,0.19296875,0.4412162162,0.8361979167,0.5283783784,6,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.5752604167,0.1508445946,0.61171875,0.3592905405,3,0.19296875,0.4412162162,0.8361979167,0.5283783784,6,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.07903645833,0.808277027,0.1162760417,0.8363175676,9,0.2130208333,0.8047297297,0.2395833333,0.8358108108,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.07903645833,0.808277027,0.1162760417,0.8363175676,9,0.1813802083,0.8048986486,0.214453125,0.8356418919,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.07903645833,0.808277027,0.1162760417,0.8363175676,9,0.1619791667,0.8172297297,0.1822916667,0.8307432432,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.07903645833,0.808277027,0.1162760417,0.8363175676,9,0.0002604166667,0.8587837838,0.2393229167,1,2,4
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.2130208333,0.8047297297,0.2395833333,0.8358108108,9,0.1813802083,0.8048986486,0.214453125,0.8356418919,9,5
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.2130208333,0.8047297297,0.2395833333,0.8358108108,9,0.1619791667,0.8172297297,0.1822916667,0.8307432432,9,1
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.2130208333,0.8047297297,0.2395833333,0.8358108108,9,0.0002604166667,0.8587837838,0.2393229167,1,2,4
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.1813802083,0.8048986486,0.214453125,0.8356418919,9,0.1619791667,0.8172297297,0.1822916667,0.8307432432,9,5
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.1813802083,0.8048986486,0.214453125,0.8356418919,9,0.0002604166667,0.8587837838,0.2393229167,1,2,4
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.1619791667,0.8172297297,0.1822916667,0.8307432432,9,0.0002604166667,0.8587837838,0.2393229167,1,2,4
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.8574324324,1,1,2,0.7609375,0.7930743243,0.821875,0.8265202703,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.8574324324,1,1,2,0.8259114583,0.7949324324,0.8662760417,0.8266891892,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.8574324324,1,1,2,0.8673177083,0.8074324324,0.886328125,0.8222972973,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.8574324324,1,1,2,0.9526041667,0.8027027027,1,0.8297297297,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.8574324324,1,1,2,0.9368489583,0.8074324324,0.9584635417,0.8256756757,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.8574324324,1,1,2,0.9208333333,0.8092905405,0.9385416667,0.8244932432,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.7930743243,0.821875,0.8265202703,9,0.8259114583,0.7949324324,0.8662760417,0.8266891892,9,1
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.7930743243,0.821875,0.8265202703,9,0.8673177083,0.8074324324,0.886328125,0.8222972973,9,1
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.7930743243,0.821875,0.8265202703,9,0.9526041667,0.8027027027,1,0.8297297297,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.7930743243,0.821875,0.8265202703,9,0.9368489583,0.8074324324,0.9584635417,0.8256756757,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.7609375,0.7930743243,0.821875,0.8265202703,9,0.9208333333,0.8092905405,0.9385416667,0.8244932432,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8259114583,0.7949324324,0.8662760417,0.8266891892,9,0.8673177083,0.8074324324,0.886328125,0.8222972973,9,2
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8259114583,0.7949324324,0.8662760417,0.8266891892,9,0.9526041667,0.8027027027,1,0.8297297297,9,1
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8259114583,0.7949324324,0.8662760417,0.8266891892,9,0.9368489583,0.8074324324,0.9584635417,0.8256756757,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8259114583,0.7949324324,0.8662760417,0.8266891892,9,0.9208333333,0.8092905405,0.9385416667,0.8244932432,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8673177083,0.8074324324,0.886328125,0.8222972973,9,0.9526041667,0.8027027027,1,0.8297297297,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8673177083,0.8074324324,0.886328125,0.8222972973,9,0.9368489583,0.8074324324,0.9584635417,0.8256756757,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.8673177083,0.8074324324,0.886328125,0.8222972973,9,0.9208333333,0.8092905405,0.9385416667,0.8244932432,9,3
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.9526041667,0.8027027027,1,0.8297297297,9,0.9368489583,0.8074324324,0.9584635417,0.8256756757,9,5
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.9526041667,0.8027027027,1,0.8297297297,9,0.9208333333,0.8092905405,0.9385416667,0.8244932432,9,1
1_05-zanna-stitched_8676_jpg.rf.ac71910c27c3e8fe553d9cb5b75458eb.jpg,0.9368489583,0.8074324324,0.9584635417,0.8256756757,9,0.9208333333,0.8092905405,0.9385416667,0.8244932432,9,5
2_01-garcia-stitched_10526_jpg.rf.e75130cba9bdfcafdc29412a2088d053.jpg,0.007942708333,0.4380067568,0.9998697917,0.7261824324,2,0,0,0.1015625,0.1202702703,4,2
2_01-garcia-stitched_10526_jpg.rf.e75130cba9bdfcafdc29412a2088d053.jpg,0.007942708333,0.4380067568,0.9998697917,0.7261824324,2,0.27734375,0.3885135135,0.6502604167,0.4236486486,6,2
2_01-garcia-stitched_10526_jpg.rf.e75130cba9bdfcafdc29412a2088d053.jpg,0,0,0.1015625,0.1202702703,4,0.27734375,0.3885135135,0.6502604167,0.4236486486,6,1
2_01-garcia-stitched_10526_jpg.rf.e75130cba9bdfcafdc29412a2088d053.jpg,0.00390625,0.8515202703,0.2393229167,0.9998310811,2,0,0.7586148649,0.05885416667,0.9508445946,3,8
2_01-garcia-stitched_10526_jpg.rf.e75130cba9bdfcafdc29412a2088d053.jpg,0.00390625,0.8515202703,0.2393229167,0.9998310811,2,0.090625,0.8133445946,0.1114583333,0.833277027,9,7
